12,711894;5084,8123;-1,1198009
9,1543393;4173,0653;0,77704902
11,857886;5730,8065;0,12906804
10,798286;1717,8243;-1,4195975
23,529385;1304,0420;1,1107884
25,424260;886,34718;1,4528940
12,692610;1080,6615;-1,4230149
9,3960590;819,12801;-1,7530731
13,193995;820,88401;1,0126252
7,1733549;907,17368;-0,47964781
17,810756;674,12409;1,5125676
12,731178;991,43398;-1,6397156
15,501943;961,07269;1,6483846
34,664945;677,51830;2,9996155
20,741382;636,01115;-0,14153254
9,9227893;688,78199;0,041546717
10,836381;653,13004;-2,8692411
21,633801;773,39351;0,61665358
10,817806;589,78715;-2,0529758
13,175105;454,19013;-1,9870693
1,0405520;468,10607;-2,0455612
9,9436476;525,58942;2,7335695
4,6850029;411,89961;-2,6536802
22,636808;369,50830;-0,16013188
20,214022;379,21697;-1,1451057
11,838916;367,27344;2,9604801
24,011644;405,59007;-1,3239109
0,85440185;469,96515;-0,51773877
9,4136902;331,16436;2,7774244
14,091609;391,91569;-2,5484272
22,674983;323,01424;-2,3186295
11,484090;310,64349;-2,3403368
15,483131;317,01902;-0,63182313
1,8948752;322,87733;2,2670209
4,6203030;281,43958;-1,3442423
2,5173961;292,14107;-3,1117477
1,6623645;286,06952;-1,3778411
1,7080166;266,46401;-1,6600092
7,1534411;274,02952;2,8219204
9,9033479;281,88057;-1,0611450
0,016922745;268,55305;1,7999096
2,9359782;252,76129;-1,7321066
24,569622;335,35191;-2,0742920
7,6116933;238,41898;0,71540085
32,141173;355,07360;2,1882598
23,715692;238,47821;-1,0848229
13,213358;254,94518;1,6485708
21,012225;304,46121;-0,61626552
6,8770888;255,95261;-0,10691245
12,380916;218,79629;3,0836316
0,83283519;227,18811;0,77864994
12,635938;261,44995;-0,14680833
8,7397714;256,30442;2,3341955
5,4438503;252,49503;1,4323620
21,866469;197,24028;-2,2516498
1,0607806;204,78885;2,8179063
11,876540;189,60055;0,24556738
9,4057404;174,42298;0,41454780
3,6435064;174,12025;-0,83696074
21,432224;171,77535;-1,0917165
0,18504825;253,73160;-0,47582584
19,538293;205,54652;-0,77050993
34,128612;166,92528;-2,2070705
0,62102539;169,50125;-2,9465939
6,6249792;193,70415;-0,21082771
1,1184754;167,06923;-2,7659676
20,325083;186,29823;1,9209384
2,7643107;167,99203;-0,63311165
18,431073;192,67576;1,3606288
22,109921;156,03038;-1,7019803
14,072797;154,69068;1,9713914
21,781541;186,04031;-1,9749958
7,6325516;176,29281;-1,5260822
23,118280;157,74928;-0,77943636
2,4981907;190,60620;0,53323604
36,724797;147,10744;2,3855115
12,717876;151,93750;0,94461960
1,0798286;137,31154;-0,40042226
2,4197164;169,56704;-2,0062486
10,823866;127,21118;2,9225964
8,6994716;138,76866;1,5884433
12,708037;156,32519;2,2343628
3,5589714;123,94318;-0,49872742
11,138708;120,18461;-1,1788206
5,4938315;114,14496;0,90386972
28,214545;141,23093;2,5836782
1,6231667;119,98049;2,7106196
10,507844;109,89703;1,9783576
25,906440;140,17190;-0,014292510
2,5338466;109,32126;1,0686363
3,9355221e-05;847,76689;3,0634974
21,253551;114,03884;-2,8261790
4,6041673;104,35847;0,35301156
5,5390900;116,90408;-1,2841464
22,590133;103,94188;-1,5909293
12,197521;124,12086;-2,3390667
11,462366;116,07445;1,3375989
3,9273362;101,92089;0,41193371
6,8662267;129,80824;0,53083296
2,6830028;103,68795;-1,5885269
3,2586123;100,40353;-1,4890290
32,288676;113,40060;-2,0164979
1,8764569;131,98385;2,4840214
40,635368;115,26789;1,5361904
5,8392129;100,94382;1,4228824
31,665683;101,18914;2,1354904
4,4013305;107,02539;-1,3620686
1,4537819;111,85369;-0,49801994
0,78891476;108,92463;-2,5650175
37,274589;105,71750;-2,6948757
1,5757831;106,11714;0,84502883
0,60677880;97,914545;-0,99155370
0,047855949;98,037726;1,4410382
0,88139953;95,872400;-2,6032212
2,3478538;105,77456;-1,7454790
10,811352;129,00527;-0,74043176
7,5933538;106,81742;-0,95867127
2,9039431;93,583662;0,43887225
5,0976818;111,66245;2,6137272
2,2762273;96,808056;-1,2956725
10,303748;91,580913;-3,0764908
0,41755890;90,681913;-2,1492606
2,1465912;93,464435;1,7369664
2,7037824;125,15466;0,96795691
0,50028357;125,53893;-1,2514951
31,875683;95,313757;0,23694750
10,797971;88,731576;2,9499716
9,4198296;97,999581;-0,11260071
0,56018222;89,866245;-0,82550599
0,87085233;99,098502;-0,16711195
1,3135199;89,015785;1,3584124
16,419785;89,133495;-2,8667716
2,1025920;87,851922;2,2912030
11,728328;87,275420;-0,11070144
9,9199558;102,41638;2,4444200
9,6564332;87,619673;-0,45616310
0,27186587;115,41642;0,46081105
0,36128093;87,529393;2,5062717
8,7208809;85,185613;1,5426535
43,910273;89,963540;-1,7778344
0,25289665;85,205975;-1,4601839
1,8469405;96,379494;2,0400608
23,534344;83,581398;0,68998900
28,519942;118,20170;0,73954770
13,193838;93,636302;-0,057666536
38,741437;82,559034;1,2569960
1,9994814;81,298832;0,75414227
10,211421;95,363896;0,98573918
2,9906820;80,606027;-0,65568196
31,043320;79,847665;1,9850432
3,2737247;80,575859;-0,0063663098
1,4303262;91,989520;-0,24816398
11,051261;79,963242;1,7667939
5,6913160;78,801484;-1,5428311
23,523954;90,040191;1,7267633
0,29366866;89,211489;2,8215178
35,387113;77,656246;0,11753024
15,246134;75,843593;2,6890261
8,3241015;96,246655;2,2413979
1,0217403;77,581840;-1,7607923
10,838821;76,513499;-1,2083638
0,73759555;85,422750;-1,2052547
2,7216497;79,579522;-2,5936312
2,9747825;74,922340;0,28167150
30,303599;74,254680;-0,31395703
17,064660;73,895461;2,4315684
5,3593940;73,575572;-1,0522146
5,7165820;82,783787;2,3145482
1,9195116;74,020789;-2,6314218
0,81189821;75,767997;-0,17996915
0,66006577;74,233801;-1,0702500
