0E-10,-6129.1240379379,0.0
1765.5413875200,-4145.1452508585,0.0
3531.0741436800,-2551.9472030824,0.0
5296.6241884800,-1096.5115226679,0.0
7062.1655846400,142.9895549957,0.0
8827.6983580800,1144.9305343875,0.0
10593.2397715200,2209.5854754988,0.0
12358.7898336000,3405.0346422621,0.0
14124.3226243200,4608.2529195860,0.0
15889.8640550400,5847.6739029194,0.0
17655.4141344000,7093.7427483079,0.0
19420.9469337600,8348.3816485138,0.0
21186.4883817600,10906.0464570338,0.0
22952.0298384000,10416.2591045835,0.0
24717.5712950400,10820.2151081978,0.0
26483.1127516800,10874.8793107503,0.0
28248.6542256000,10545.3305416267,0.0
30014.2043395200,10147.7816275194,0.0
31779.7371734400,9437.3838281558,0.0
33545.2786560000,8394.2737988734,0.0
35310.8287872000,7386.5655313437,0.0
37076.3616470400,6413.1885049718,0.0
38841.9031468800,5482.6403667976,0.0
40607.4360067200,5413.8542169048,0.0
42372.9861552000,4643.5199767294,0.0
44138.5276723200,4033.8585822028,0.0
45904.0691894400,3518.6851822158,0.0
47669.6107152000,2733.9706030035,0.0
49435.1522496000,1634.5415829530,0.0
51200.6937840000,46.8334983865,0.0
52966.2266784000,-1563.7249267856,0.0
54731.7768700800,-3268.8983022177,0.0
56497.3184131200,-4996.6817391203,0.0
58262.8513334400,-6535.3055653788,0.0
60028.4015337600,-7991.0550891722,0.0
61793.9431027200,-9324.7641372429,0.0
63559.4760316800,-10481.6481166047,0.0
65325.0176006400,-11515.0499184507,0.0
67090.5678268800,-12236.7476366846,0.0
68856.1094044800,-13004.6031761938,0.0
70621.6423593600,-13671.8034502214,0.0
72387.1925942400,-13898.0272336353,0.0
74152.7341977600,-13991.0774142506,0.0
75918.2671612800,-14109.3006754762,0.0
77683.8087734400,-13888.6678419608,0.0
79449.3590256000,-13398.7809706741,0.0
81214.8920064000,-12876.8797598999,0.0
82980.4336272000,-12078.0354473312,0.0
84745.9752566400,-11179.8986006516,0.0
86511.5255347200,-10081.8007360842,0.0
88277.0671728000,-8854.9457985121,0.0
90042.6001795200,-7358.0472167193,0.0
91808.1504662400,-5694.5869902497,0.0
93573.6921216000,-3355.9016382933,0.0
95339.2251456000,-1457.8981392151,0.0
97104.7668096000,902.4394987139,0.0
98870.3171136000,3224.2970419895,0.0
100635.8501462400,5061.6286220890,0.0
102401.3918275200,6541.4640037796,0.0
104166.9421488000,7988.6661856430,0.0
105932.4751987200,9235.2771504623,0.0
107698.0168886400,10312.6939173974,0.0
109463.5585872000,11366.5281550364,0.0
111229.1002944000,11914.4512154588,0.0
112994.6420016000,12545.6377152795,0.0
114760.1837088000,12659.3794421344,0.0
116525.7254246400,12220.7552250320,0.0
118291.2671491200,11882.0540852269,0.0
120056.8088736000,10988.1036039513,0.0
121822.3419667200,10108.0547857289,0.0
123587.8923398400,9058.1710107198,0.0
125353.4340816000,8006.6505814434,0.0
127118.9671833600,6903.3543841542,0.0
128884.5175737600,5496.4655384171,0.0
130650.0593328000,4102.2192953446,0.0
132415.6010918400,2798.4711922304,0.0
134181.1342108800,1599.7183189871,0.0
135946.6846185600,105.4885381527,0.0
137712.2263948800,-1254.9921115351,0.0
139477.7595312000,-2673.2294092991,0.0
141243.3099561600,-4213.7794645244,0.0
143008.8517411200,-5530.5542478971,0.0
144774.3848947200,-6740.1712518291,0.0
146539.9266883200,-7746.6773517425,0.0
148305.4771305600,-8853.8707081265,0.0
150071.0102928000,-9469.5331244886,0.0
151836.5521036800,-9881.8443535442,0.0
153602.1025632000,-10234.4137030107,0.0
155367.6357427200,-10311.7070649075,0.0
157133.1775622400,-10142.0778686787,0.0
158898.7193904000,-7479.9156735658,0.0
160664.2698585600,-8633.4665169486,0.0
162429.8030553600,-7388.7555033619,0.0
164195.3449008000,-6131.4782283425,0.0
165960.8953862400,-4706.0913159516,0.0
167726.4286003200,-3410.7062207265,0.0
169491.9704544000,-2370.5105372920,0.0
171257.5036684800,-1437.4897659677,0.0
173023.0541798400,-868.1062586215,0.0
174788.5960425600,-409.0213425917,0.0
176554.1379139200,-11.5376055699,0.0
178319.6797939200,156.5471220324,0.0
180085.2216739200,602.3106716636,0.0
181850.7635625600,1163.7220117370,0.0
183616.2968112000,1941.5399293470,0.0
185381.8473484800,2813.1398620243,0.0
187147.3892457600,3637.1551406190,0.0
188912.9225116800,4928.5128400775,0.0
190678.4730576000,5885.3876439277,0.0
192444.0149721600,6815.6625373555,0.0
194209.5482467200,7296.8394050215,0.0
195975.0901699200,7290.0724527877,0.0
197740.6407331200,6834.7681427799,0.0
199506.1826649600,6027.9208204761,0.0
201271.7245968000,4955.2315274629,0.0
203037.2665372800,3542.6129177283,0.0
204802.8084777600,2354.8909019096,0.0
206568.3504268800,1191.8294027196,0.0
208333.8837360000,350.0981854225,0.0
210099.4343337600,-439.4200249812,0.0
211864.9762915200,-937.7234619498,0.0
213630.5096179200,-1521.4962174791,0.0
215396.0602243200,-1834.0778065816,0.0
217161.6021993600,-2408.0730043046,0.0
218927.1441744000,-3097.3128925134,0.0
220692.6775094400,-3153.3553147838,0.0
222458.2281417600,-4454.7743539979,0.0
224223.7701254400,-5314.5017049260,0.0
225989.3034864000,-6025.9630778114,0.0
227754.8541187200,-6572.5789252825,0.0
229520.3961196800,-6906.8532529394,0.0
231285.9294892800,-7217.2482494356,0.0
233051.4714988800,-7302.3264272901,0.0
234817.0221484800,-7047.2323780260,0.0
236582.5555267200,-6747.7548240107,0.0
238348.0975536000,-5784.5068590545,0.0
240113.6482204800,-5260.5990262506,0.0
241879.1816160000,-4490.9336043801,0.0
243644.7236428800,-3569.4780508017,0.0
245410.2656870400,-2259.0727626556,0.0
247175.8163712000,-1326.1413215030,0.0
248941.3497753600,10.7976066901,0.0
250706.8918281600,1000.7786626429,0.0
252472.4425209600,1906.5916681330,0.0
254237.9759424000,2854.6256280808,0.0
256003.5180038400,3415.2540295847,0.0
257769.0514339200,3916.7569844560,0.0
259534.6021440000,4292.5676069443,0.0
261300.1442140800,4558.3844032660,0.0
263065.6862928000,4964.9830296869,0.0
264831.2283801600,5106.7653040828,0.0
266596.7704675200,5502.6630224627,0.0
268362.3125635200,5670.9882959872,0.0
270127.8460108800,5951.1012185289,0.0
271893.3967555200,6118.6572948997,0.0
273658.9388601600,6133.6093093403,0.0
275424.4723248000,5818.2277295385,0.0
277190.0230780800,5066.7078140493,0.0
278955.5651913600,4182.2069714025,0.0
280721.0986646400,2689.4448689126,0.0
282486.6407865600,960.2198400483,0.0
284252.1915571200,-780.4027722716,0.0
286017.7250476800,-2742.6708416677,0.0
287783.2671868800,-4539.1676193825,0.0
289548.8179574400,-6237.8932748997,0.0
291314.3601052800,-7773.5708512196,0.0
293079.8936131200,-9142.0354342575,0.0
294845.4357609600,-10173.9674048494,0.0
296610.9865488000,-11004.9666299329,0.0
