       12.711894       5084.8123      -1.1198009   8.4166306e-06       17.081685    0.0033594065       111.78985       26.232175
       9.1543393       4173.0653      0.77704902   1.0124676e-05       16.863738    0.0040410883       92.050480       43.900457
       11.857886       5730.8065      0.12906804   1.0715486e-05       24.510103    0.0042767938       182.70075       77.220064
       10.798286       1717.8243      -1.4195975   2.0051251e-05       13.747943    0.0080027690       38.528836       80.213800
       23.529385       1304.0420       1.1107884   2.7178904e-05       14.146240     0.010847863       28.988597       81.939101
       25.424260       886.34718       1.4528940   4.1410503e-05       14.649807     0.016528803       19.375893       82.736182
       12.692610       1080.6615      -1.4230149   3.1768553e-05       13.702653     0.012680447       34.589497       83.921064
       9.3960590       819.12801      -1.7530731   4.2410246e-05       13.865645     0.016927318       21.941041       84.601839
       13.193995       820.88401       1.0126252   4.1266977e-05       13.520787     0.016470926       18.025731       85.285555
       7.1733549       907.17368     -0.47964781   3.5714390e-05       12.931568     0.014255434       20.146619       86.120476
       17.810756       674.12409       1.5125676   4.8623780e-05       13.082962     0.019406871       15.541739       86.581529
       12.731178       991.43398      -1.6397156   3.0199687e-05       11.950436     0.012053628       22.054470       87.578780
       15.501943       961.07269       1.6483846   2.9908275e-05       11.472686     0.011937495       30.008669       88.515901
       34.664945       677.51830       2.9996155   4.3466686e-05       11.754254     0.017348556       14.793503       88.981603
       20.741382       636.01115     -0.14153254   4.5610340e-05       11.578320     0.018204046       13.937329       89.391987
       9.9227893       688.78199     0.041546717   4.0753655e-05       11.203813     0.016265206       17.501123       89.873294
       10.836381       653.13004      -2.8692411   4.2182348e-05       10.996334     0.016836252       17.057373       90.306108
       21.633801       773.39351      0.61665358   3.3641264e-05       10.384614     0.013427234       26.756184       90.912954
       10.817806       589.78715      -2.0529758   4.4546526e-05       10.486406     0.017779470       13.100393       91.265873
       13.175105       454.19013      -1.9870693   5.8125872e-05       10.537187     0.023199313       10.170946       91.475166
       1.0405520       468.10607      -2.0455612   5.5518199e-05       10.372827     0.022163710       11.904446       91.697724
       9.9436476       525.58942       2.7335695   4.8189355e-05       10.109164     0.019234567       13.724082       91.977980
       4.6850029       411.89961      -2.6536802   6.1673209e-05       10.139241     0.024615129       10.537274       92.150145
       22.636808       369.50830     -0.16013188   6.8420586e-05       10.090868     0.027308887       9.3725547       92.288669
       20.214022       379.21697      -1.1451057   6.5943896e-05       9.9811339     0.026320957       9.6746378       92.434567
       11.838916       367.27344       2.9604801   6.7532974e-05       9.8997203     0.026953109       9.3253107       92.571411
       24.011644       405.59007      -1.3239109   6.0172504e-05       9.7409860     0.024017520       10.423438       92.738313
      0.85440185       469.96515     -0.51773877   5.0653186e-05       9.5014510     0.020212776       16.092994       92.962318
       9.4136902       331.16436       2.7774244   7.2495644e-05       9.5823720     0.028935268       10.448692       93.073584
       14.091609       391.91569      -2.5484272   6.0127729e-05       9.4055667     0.023999211       12.952544       93.229431
       22.674983       323.01424      -2.3186295   7.2920593e-05       9.4013317     0.029104971       11.117786       93.335293
       11.484090       310.64349      -2.3403368   7.5341161e-05       9.3414026     0.030071168       9.8064254       93.433199
       15.483131       317.01902     -0.63182313   7.3186040e-05       9.2604287     0.029210539       9.9841087       93.535159
       1.8948752       322.87733       2.2670209   7.1204928e-05       9.1762475     0.028420440       10.730077       93.640859
       4.6203030       281.43958      -1.3442423   8.1491067e-05       9.1540377     0.032526181       8.8749030       93.721222
       2.5173961       292.14107      -3.1117477   7.7859987e-05       9.0787167     0.031082899       10.192020       93.807831
       1.6623645       286.06952      -1.3778411   7.9009919e-05       9.0213332     0.031541957       9.0365821       93.890854
       1.7080166       266.46401      -1.6600092   8.4473260e-05       8.9841157     0.033716510       8.4036844       93.962892
       7.1534411       274.02952       2.8219204   8.1548486e-05       8.9192999     0.032550507       9.5703939       94.039076
       9.9033479       281.88057      -1.0611450   7.8665746e-05       8.8505105     0.031398731       8.9044810       94.119683
     0.016922745       268.55305       1.7999096   8.0970928e-05       8.6791407     0.033355041       8.5261279       94.193597
       2.9359782       252.76129      -1.7321066   8.6901772e-05       8.7671151     0.034686735       7.9877840       94.258418
       24.569622       335.35191      -2.0742920   6.4247508e-05       8.5995274     0.025643561       11.627914       94.372518
       7.6116933       238.41898      0.71540085   9.0829820e-05       8.6434436     0.036252863       7.5936252       94.430190
       32.141173       355.07360       2.1882598   5.9469146e-05       8.4280597     0.023736134       12.177836       94.558104
       23.715692       238.47821      -1.0848229   8.9247407e-05       8.4949697     0.035622009       7.5330085       94.615805
       13.213358       254.94518       1.6485708   8.2827282e-05       8.4282563     0.033059499       8.2127866       94.681748
       21.012225       304.46121     -0.61626552   6.8345445e-05       8.3053715     0.027278635       9.8049194       94.775792
       6.8770888       255.95261     -0.10691245   8.1208098e-05       8.2961465     0.032411761       8.1687521       94.842254
       12.380916       218.79629       3.0836316   9.4876245e-05       8.2854283     0.037868424       6.9090712       94.890823
      0.83283519       227.18811      0.77864994   9.0821665e-05       8.2355496     0.036250165       8.5361843       94.943257
       12.635938       261.44995     -0.14680833   7.8091847e-05       8.1491400     0.031170310       9.2184762       95.012611
       8.7397714       256.30442       2.3341955   7.9156824e-05       8.0977055     0.031594002       9.0372859       95.079254
       5.4438503       252.49503       1.4323620   7.9834542e-05       8.0456511     0.031868303       8.6745684       95.143946
       21.866469       197.24028      -2.2516498   0.00010232344       8.0554210     0.040840952       6.6566185       95.183418
       1.0607806       204.78885       2.8179063   9.8039349e-05       8.0135369     0.039135313       7.6901857       95.225942
       11.876540       189.60055      0.24556738   0.00010562150       7.9929932     0.042158625       7.3036072       95.262416
       9.4057404       174.42298      0.41454780   0.00011457219       7.9762811     0.045729642       6.2870836       95.293283
       3.6435064       174.12025     -0.83696074   0.00011439460       7.9500950     0.045657926       6.7054253       95.324038
       21.432224       171.77535      -1.0917165   0.00011559961       7.9256466     0.046139275       6.3071417       95.353974
      0.18504825       253.73160     -0.47582584   7.7100698e-05       7.8081904     0.030765595       9.8643370       95.419274
       19.538293       205.54652     -0.77050993   9.5184332e-05       7.8089585     0.037991217       7.8444036       95.462136
       34.128612       166.92528      -2.2070705   0.00011721894       7.8097549     0.046786033       6.0284557       95.490406
      0.62102539       169.50125      -2.9465939   0.00011498463       7.7791153     0.045934437       6.9046936       95.519588
       6.6249792       193.70415     -0.21082771   0.00010002733       7.7334828     0.039921757       7.7507834       95.557651
       1.1184754       167.06923      -2.7659676   0.00011587637       7.7269635     0.046231755       6.6436197       95.585966
       20.325083       186.29823       1.9209384   0.00010330973       7.6818791     0.041234206       7.5400228       95.621177
       2.7643107       167.99203     -0.63311165   0.00011436417       7.6682487     0.045644674       6.6990948       95.649797
       18.431073       192.67576       1.3606288   9.9059483e-05       7.6179946     0.039539327       7.7277034       95.687463
       22.109921       156.03038      -1.7019803   0.00012234337       7.6191606     0.048832273       6.2528348       95.712164
       14.072797       154.69068       1.9713914   0.00012306373       7.5982179     0.049117916       6.3226581       95.736441
       21.781541       186.04031      -1.9749958   0.00010163418       7.5468265     0.040565129       7.4918259       95.771557
       7.6325516       176.29281      -1.5260822   0.00010693582       7.5244599     0.042683688       7.0255836       95.803090
       23.118280       157.74928     -0.77943636   0.00011932581       7.5131019     0.047626837       6.2492759       95.828336
       2.4981907       190.60620      0.53323604   9.8027646e-05       7.4576693     0.039130575       7.5612774       95.865206
       36.724797       147.10744       2.3855115   0.00012714421       7.4653252     0.050747463       5.8607766       95.887162
       12.717876       151.93750      0.94461960   0.00012270331       7.4411280     0.048974656       6.0328563       95.910585
       1.0798286       137.31154     -0.40042226   0.00013561561       7.4324882     0.054113633       5.6759809       95.929695
       2.4197164       169.56704      -2.0062486   0.00010913717       7.3863804     0.043554445       6.9454178       95.958865
       10.823866       127.21118       2.9225964   0.00014563540       7.3945164     0.058124681       5.3186588       95.975282
